Temp,Type
0.6662721,VAE
-0.96129483,VAE
-0.60943145,VAE
-0.8444012,VAE
0.1344469,VAE
-0.5722535,VAE
-1.9183338,VAE
-0.99349195,VAE
-0.7546741,VAE
-1.0621859,VAE
0.4784962,VAE
0.05547447,VAE
-0.546153,VAE
-0.0447247,VAE
0.15472814,VAE
0.5636715,VAE
-0.53199667,VAE
-0.9981018,VAE
-0.5415774,VAE
-0.5367839,VAE
0.4457331,VAE
-0.40731117,VAE
0.10122445,VAE
-1.6600783,VAE
0.09165971,VAE
0.0263515,VAE
-0.5508458,VAE
0.8524569,VAE
1.0187618,VAE
0.88370377,VAE
-0.53554773,VAE
-0.53355366,VAE
-2.4128282,VAE
1.0128826,VAE
-0.95606905,VAE
0.7395767,VAE
-0.20179525,VAE
0.13050997,VAE
1.8966614,VAE
-0.13035332,VAE
-0.5224414,VAE
-1.8300341,VAE
0.2481387,VAE
0.73358405,VAE
-0.9958113,VAE
-1.7058471,VAE
-0.81352884,VAE
-1.3865014,VAE
-0.5431259,VAE
0.98038185,VAE
-0.06197053,VAE
0.8660956,VAE
0.3792436,VAE
-1.3823549,VAE
1.701693,VAE
-0.54696876,VAE
0.12171966,VAE
-0.0064217933,VAE
1.0020567,VAE
-0.54063976,VAE
-0.30005422,VAE
1.4456763,VAE
-2.4190643,VAE
0.44450864,VAE
-0.549715,VAE
0.633669,VAE
-0.53722614,VAE
0.44715497,VAE
-0.98403174,VAE
0.30529788,VAE
0.17633842,VAE
-2.412569,VAE
1.3548082,VAE
0.09071,VAE
-0.5433415,VAE
0.7899624,VAE
-0.59088916,VAE
1.1067764,VAE
-1.0079764,VAE
0.8604965,VAE
0.6328901,VAE
-0.8890988,VAE
0.12597185,VAE
-0.53516036,VAE
0.14927089,VAE
0.47077593,VAE
-0.8597418,VAE
1.0243409,VAE
1.4024297,VAE
0.71278024,VAE
0.6281637,VAE
-0.9932843,VAE
1.3713974,VAE
1.9250524,VAE
-0.5500017,VAE
0.32483253,VAE
-0.56204027,VAE
0.36904055,VAE
-0.5437196,VAE
0.31304097,VAE
0.497053,VAE
-0.23421788,VAE
-0.98736495,VAE
-0.5147538,VAE
-0.9603204,VAE
-0.5340385,VAE
1.0064212,VAE
-0.5850786,VAE
-0.531172,VAE
-0.6785615,Hybrid
-0.3430451,Hybrid
-0.57891095,Hybrid
-0.58138645,Hybrid
-2.3891938,Hybrid
-0.55077624,Hybrid
1.1090369,Hybrid
0.90077084,Hybrid
-1.761149,Hybrid
-0.9206804,Hybrid
0.5277967,Hybrid
0.97921634,Hybrid
-0.2962835,Hybrid
0.11183798,Hybrid
-0.07441825,Hybrid
0.62873435,Hybrid
-0.5402937,Hybrid
0.6606553,Hybrid
0.24325003,Hybrid
0.8676138,Hybrid
-1.0052973,Hybrid
0.8832076,Hybrid
0.8706349,Hybrid
0.91426563,Hybrid
0.01831368,Hybrid
-2.5886352,Hybrid
-0.793019,Hybrid
-0.789251,Hybrid
-0.69759613,Hybrid
-0.6682346,Hybrid
0.9940267,Hybrid
-0.54316044,Hybrid
0.21661253,Hybrid
2.119764,Hybrid
-0.93329465,Hybrid
-0.2697471,Hybrid
-0.91275465,Hybrid
-0.5589267,Hybrid
-0.5595095,Hybrid
1.197313,Hybrid
-1.0073751,Hybrid
1.7709719,Hybrid
-1.4521545,Hybrid
-0.93769926,Hybrid
-0.74900883,Hybrid
-0.56193984,Hybrid
0.52138454,Hybrid
0.34442824,Hybrid
1.1351159,Hybrid
-0.5488579,Hybrid
-0.55195665,Hybrid
-2.4437761,Hybrid
2.0311546,Hybrid
-1.1309278,Hybrid
0.11934559,Hybrid
-1.9794841,Hybrid
0.6267998,Hybrid
0.32209513,Hybrid
1.0466338,Hybrid
0.07695787,Hybrid
-1.2970588,Hybrid
-0.1967038,Hybrid
2.2556515,Hybrid
-0.75552154,Hybrid
-2.2773595,Hybrid
-1.5976164,Hybrid
-2.1574922,Hybrid
-0.55786425,Hybrid
1.1749035,Hybrid
0.07900624,Hybrid
1.5047073,Hybrid
1.6822157,Hybrid
-1.0936078,Hybrid
0.68058145,Hybrid
-0.54411095,Hybrid
0.8498415,Hybrid
-0.70344007,Hybrid
0.40108228,Hybrid
-0.55504525,Hybrid
-0.78300166,Hybrid
-1.0968587,Hybrid
-1.3402314,Hybrid
-1.4134827,Hybrid
-0.36562636,Hybrid
0.30932748,Hybrid
-0.53282726,Hybrid
0.064726114,Hybrid
-0.30923864,Hybrid
0.33106586,Hybrid
0.099426,Hybrid
-0.18210034,Hybrid
-0.01619858,Hybrid
0.10970104,Hybrid
-0.5435486,Hybrid
-0.9087249,Hybrid
0.58664685,Hybrid
0.75223523,Hybrid
-0.7238858,Hybrid
1.0930107,Hybrid
0.24159206,Hybrid
-2.0307918,Hybrid
0.005115818,Hybrid
-0.5370183,Hybrid
0.87718636,Hybrid
0.44448587,Hybrid
-1.8875884,Hybrid
0.72969043,Hybrid
0.641086,Hybrid
-2.0534697,Hybrid
1.0828247,Hybrid
-2.0083632,Hybrid
1.8159515,Hybrid
2.032146,Hybrid
-0.55258226,Hybrid
0.056402918,Hybrid
-0.5574061,Hybrid
-0.92074805,Hybrid
-0.55175817,Hybrid
-0.4549943,Hybrid
0.4215349,Hybrid
0.6399412,Hybrid
-1.1999485,Hybrid
0.41674522,Hybrid
-1.3759292,Hybrid
-0.5475798,Hybrid
0.016785849,Hybrid
-1.9668288,Hybrid
-0.54401106,Hybrid
0.86092865,Real Data
-1.0108874,Real Data
-1.0108874,Real Data
-1.0108874,Real Data
0.86092865,Real Data
-1.0108874,Real Data
-1.0108874,Real Data
0.76733786,Real Data
1.7032459,Real Data
-1.0108874,Real Data
0.76733786,Real Data
-2.4709039,Real Data
0.39297464,Real Data
1.609655,Real Data
-0.54293334,Real Data
0.11220226,Real Data
0.11220226,Real Data
0.29938385,Real Data
-0.96409196,Real Data
-1.2916597,Real Data
2.7327447,Real Data
-2.4709039,Real Data
0.11220226,Real Data
-1.0108874,Real Data
-0.54293334,Real Data
-0.54293334,Real Data
0.67374706,Real Data
-0.54293334,Real Data
0.80477417,Real Data
0.48656544,Real Data
-0.54293334,Real Data
1.2352918,Real Data
-0.16857015,Real Data
-0.07497935,Real Data
0.018611453,Real Data
0.48656544,Real Data
-0.54293334,Real Data
-2.4709039,Real Data
-0.87050116,Real Data
0.86092865,Real Data
0.20579305,Real Data
-1.0108874,Real Data
-1.0108874,Real Data
0.48656544,Real Data
-0.63652414,Real Data
-0.07497935,Real Data
-0.07497935,Real Data
0.11220226,Real Data
-0.63652414,Real Data
-1.6660229,Real Data
0.48656544,Real Data
0.29938385,Real Data
-0.63652414,Real Data
-0.07497935,Real Data
-1.0108874,Real Data
0.48656544,Real Data
-0.54293334,Real Data
-1.0108874,Real Data
0.018611453,Real Data
-0.07497935,Real Data
-1.0108874,Real Data
-2.4709039,Real Data
0.11220226,Real Data
0.29938385,Real Data
1.9840182,Real Data
-0.07497935,Real Data
-0.54293334,Real Data
-1.0108874,Real Data
0.86092865,Real Data
-0.54293334,Real Data
1.2352918,Real Data
0.67374706,Real Data
-0.63652414,Real Data
-0.59908783,Real Data
-0.31831542,Real Data
-0.54293334,Real Data
-2.4709039,Real Data
0.86092865,Real Data
0.86092865,Real Data
-1.9467953,Real Data
2.7327447,Real Data
0.11220226,Real Data
-0.54293334,Real Data
-0.07497935,Real Data
1.0481102,Real Data
0.20579305,Real Data
1.2352918,Real Data
-0.07497935,Real Data
2.7327447,Real Data
1.0481102,Real Data
0.48656544,Real Data
1.4224734,Real Data
1.2352918,Real Data
-1.0108874,Real Data
-0.07497935,Real Data
1.4224734,Real Data
-1.0108874,Real Data
-0.63652414,Real Data
0.58015627,Real Data
-0.54293334,Real Data
0.11220226,Real Data
-0.54293334,Real Data
-0.54293334,Real Data
0.29938385,Real Data
-0.07497935,Real Data
-1.0108874,Real Data
1.7968366,Real Data
-0.54293334,Real Data
-0.63652414,Real Data
-0.07497935,Real Data
-0.59908783,Real Data
3.481471,Real Data
-0.26216096,Real Data
1.2352918,Real Data
1.609655,Real Data
-0.63652414,Real Data
-1.0108874,Real Data
-0.26216096,Real Data
-0.54293334,Real Data
2.7327447,Real Data
0.29938385,Real Data
-2.4709039,Real Data
-0.26216096,Real Data
-1.0108874,Real Data
-0.58036965,Real Data
0.48656544,Real Data
-0.07497935,Real Data
1.2352918,Real Data
0.50305605,GAN
-0.65593493,GAN
-0.2564744,GAN
1.1520412,GAN
-0.8801156,GAN
-1.8555217,GAN
-2.1428638,GAN
-2.3276021,GAN
1.5288634,GAN
-0.9406778,GAN
-0.7845312,GAN
-0.6555759,GAN
-0.33799726,GAN
-0.8007246,GAN
0.06205733,GAN
-0.17433482,GAN
0.06971449,GAN
0.93192667,GAN
-1.00722,GAN
0.59899586,GAN
0.13129567,GAN
-0.14904678,GAN
1.1064234,GAN
-0.5009705,GAN
0.40483427,GAN
0.2961169,GAN
0.7747538,GAN
1.3271241,GAN
0.5579464,GAN
0.70481634,GAN
1.4762118,GAN
2.7388763,GAN
-0.58982486,GAN
-0.7679493,GAN
-0.16173682,GAN
-0.47199625,GAN
0.65257674,GAN
-1.307039,GAN
0.3923278,GAN
-0.44538802,GAN
1.4257681,GAN
0.5927251,GAN
-0.7228109,GAN
-2.1719728,GAN
0.34765774,GAN
-2.318745,GAN
-0.44943762,GAN
-0.5602754,GAN
0.47796687,GAN
0.0011593103,GAN
-0.028545275,GAN
-0.49215674,GAN
-0.8985675,GAN
0.40456268,GAN
-2.3884583,GAN
0.64646673,GAN
-0.2716902,GAN
-1.013418,GAN
-0.86987627,GAN
-0.6463474,GAN
1.3716035,GAN
0.6559699,GAN
-1.1075687,GAN
0.014917731,GAN
-0.9230823,GAN
0.1122147,GAN
0.9633116,GAN
-0.61548847,GAN
-0.868442,GAN
0.26025683,GAN
-0.36097038,GAN
-0.50927794,GAN
0.2505976,GAN
1.1452053,GAN
1.7741942,GAN
-0.8653083,GAN
0.057931334,GAN
-0.8224068,GAN
-0.58418125,GAN
0.44984454,GAN
-2.2675579,GAN
-0.6369297,GAN
-0.59414196,GAN
-0.4201737,GAN
-0.36075735,GAN
0.95066154,GAN
-1.054559,GAN
0.37525162,GAN
-0.2929432,GAN
-0.70357406,GAN
0.66190106,GAN
0.28661275,GAN
-0.6012617,GAN
0.6399515,GAN
0.5571043,GAN
0.90749794,GAN
0.9543924,GAN
0.66798586,GAN
1.2953308,GAN
0.26717633,GAN
0.8540198,GAN
-0.68816864,GAN
0.70575434,GAN
2.4682171,GAN
0.14566195,GAN
0.91597205,GAN
1.128526,GAN
0.124627054,GAN
-0.5135386,GAN
0.72808,GAN
-0.4301088,GAN
-1.0194893,GAN
0.1631975,GAN
-0.8368742,GAN
0.89742637,GAN
0.6220401,GAN
-0.3643608,GAN
-1.064647,GAN
-0.9636341,GAN
-0.35567954,GAN
0.08182472,GAN
-0.87916064,GAN
-0.139047,GAN
-2.3303475,GAN
-0.9879965,GAN
-2.2961986,GAN
0.3627712,GAN
0.54469264,GAN
-0.17001474,VAE
-2.1442816,VAE
-1.1667191,VAE
0.89653426,VAE
1.0977275,VAE
0.46353552,VAE
-0.98485476,VAE
0.5014144,VAE
1.3367959,VAE
-2.595116,VAE
1.1713337,VAE
-1.8960555,VAE
-0.006743323,VAE
0.7957118,VAE
0.71726304,VAE
-0.9932758,VAE
-0.029661577,VAE
0.060592633,VAE
-1.068414,VAE
-2.389653,VAE
1.5368556,VAE
-0.83751595,VAE
0.16538413,VAE
0.8074961,VAE
0.11123766,VAE
-0.5366517,VAE
0.32754514,VAE
0.6258185,VAE
1.511213,VAE
0.5281388,VAE
-0.54079473,VAE
1.6585759,VAE
0.53670675,VAE
-0.049256336,VAE
1.1067373,VAE
-0.2366226,VAE
-0.5375215,VAE
-2.4262605,VAE
-1.0544912,VAE
0.54300374,VAE
0.35989872,VAE
-1.073331,VAE
-1.0141114,VAE
0.26948246,VAE
0.23116246,VAE
1.1184331,VAE
-0.05304658,VAE
-0.5565552,VAE
-0.6352006,VAE
-0.96261436,VAE
0.16304368,VAE
-1.3263073,VAE
-0.53739136,VAE
-0.918556,VAE
-0.996913,VAE
-0.5501125,VAE
-0.5382047,VAE
-0.19717017,VAE
-0.12956114,VAE
-0.32232806,VAE
-1.0007924,VAE
-2.4295385,VAE
-0.33714893,VAE
-0.34585336,VAE
0.9020051,VAE
0.5439095,VAE
-0.5431663,VAE
-0.59802216,VAE
-0.0631724,VAE
-0.5364266,VAE
0.22026071,VAE
1.0761098,VAE
-0.93661875,VAE
0.29447103,VAE
0.5024507,VAE
-0.54099345,VAE
-1.4176282,VAE
0.9999772,VAE
0.47248703,VAE
-0.7736823,VAE
2.3590012,VAE
0.12366369,VAE
-0.5336147,VAE
0.34836718,VAE
0.70150226,VAE
-1.2243887,VAE
0.83551824,VAE
-0.9092073,VAE
1.2680078,VAE
0.8074215,VAE
0.49384204,VAE
0.93983287,VAE
0.8129893,VAE
1.6249509,VAE
1.238485,VAE
1.3013302,VAE
-0.6440246,VAE
-1.0001066,VAE
-0.91984594,VAE
-0.5403008,VAE
0.08934595,VAE
-0.54034895,VAE
-0.5302649,VAE
-0.98431784,VAE
-1.046306,VAE
-2.4619832,VAE
0.13214694,VAE
-0.5426563,VAE
-0.02144378,VAE
0.24359787,VAE
-0.5827627,VAE
0.39266652,VAE
-0.14441612,VAE
1.0033284,VAE
1.196153,VAE
-0.27992,VAE
-0.82268363,VAE
-0.98317105,VAE
-0.536288,VAE
1.3465809,VAE
0.55796987,VAE
-1.3111724,VAE
-0.5758627,VAE
-0.54429674,VAE
-0.5022381,VAE
0.3143999,VAE
1.0011092,VAE
1.4427928,VAE
0.10227087,Hybrid
-0.12028547,Hybrid
-2.3682451,Hybrid
0.23729487,Hybrid
0.7270919,Hybrid
-1.348571,Hybrid
-1.0618889,Hybrid
0.46524307,Hybrid
1.8240346,Hybrid
-2.1921022,Hybrid
0.7196689,Hybrid
-1.7400956,Hybrid
0.75379336,Hybrid
-0.074380204,Hybrid
-1.0535274,Hybrid
-0.36058053,Hybrid
-0.45446023,Hybrid
0.7159027,Hybrid
-2.501195,Hybrid
-1.6581233,Hybrid
0.37328908,Hybrid
-1.4229705,Hybrid
0.7782457,Hybrid
-1.0673976,Hybrid
-1.8587742,Hybrid
-0.56013733,Hybrid
-0.8369808,Hybrid
-0.17883973,Hybrid
0.072950974,Hybrid
0.28675577,Hybrid
-0.5623536,Hybrid
2.4025056,Hybrid
2.919483,Hybrid
0.5910925,Hybrid
0.09247543,Hybrid
0.9522915,Hybrid
-0.5381122,Hybrid
-2.6567926,Hybrid
0.59169054,Hybrid
-1.6611071,Hybrid
-0.55615765,Hybrid
-2.2282224,Hybrid
-0.9777961,Hybrid
0.8226682,Hybrid
-1.5710511,Hybrid
-1.0074539,Hybrid
-0.60759425,Hybrid
-0.7101411,Hybrid
-2.4077888,Hybrid
-0.7741358,Hybrid
-0.556278,Hybrid
-1.7547166,Hybrid
-1.5477456,Hybrid
-1.3223587,Hybrid
-1.3209858,Hybrid
-0.6429902,Hybrid
-0.5510434,Hybrid
-0.43531138,Hybrid
0.09261985,Hybrid
1.6739998,Hybrid
-0.6155962,Hybrid
-2.894013,Hybrid
-0.5189291,Hybrid
-2.1207192,Hybrid
1.42886,Hybrid
0.10603665,Hybrid
-0.5503255,Hybrid
-2.3075504,Hybrid
-0.4826614,Hybrid
-0.5514108,Hybrid
0.40437898,Hybrid
2.8675485,Hybrid
-0.93370634,Hybrid
0.9809549,Hybrid
-0.83488524,Hybrid
-0.56266737,Hybrid
-2.3551118,Hybrid
3.1249287,Hybrid
-0.43241337,Hybrid
-2.4136665,Hybrid
0.80729306,Hybrid
1.8245139,Hybrid
-0.5552418,Hybrid
1.6829659,Hybrid
1.7136214,Hybrid
0.3619498,Hybrid
1.0157027,Hybrid
-0.09136191,Hybrid
-0.085138604,Hybrid
0.02977996,Hybrid
-0.72814846,Hybrid
0.1469318,Hybrid
0.008075405,Hybrid
1.1118675,Hybrid
0.19006586,Hybrid
0.49255624,Hybrid
-1.2224671,Hybrid
-0.55942804,Hybrid
-1.1300433,Hybrid
-0.54698896,Hybrid
1.1272092,Hybrid
-0.58321804,Hybrid
-0.55209744,Hybrid
-0.91852015,Hybrid
0.5111335,Hybrid
-1.1035092,Hybrid
0.08439578,Hybrid
-0.539516,Hybrid
1.2596989,Hybrid
1.5315391,Hybrid
-0.5493741,Hybrid
-0.22634806,Hybrid
-0.42555904,Hybrid
1.8514705,Hybrid
0.38170364,Hybrid
-1.171763,Hybrid
-1.7222121,Hybrid
-1.6837902,Hybrid
-0.546059,Hybrid
1.7735443,Hybrid
-0.40574905,Hybrid
-1.3356862,Hybrid
-0.053269755,Hybrid
-1.4558202,Hybrid
0.6887523,Hybrid
0.5125347,Hybrid
3.6822453,Hybrid
0.29045138,Hybrid
-1.0108874,Real Data
-0.07497935,Real Data
1.0481102,Real Data
-1.0108874,Real Data
-1.0108874,Real Data
1.0481102,Real Data
0.48656544,Real Data
-1.0108874,Real Data
0.11220226,Real Data
0.29938385,Real Data
1.9840182,Real Data
-0.54293334,Real Data
-0.26216096,Real Data
0.86092865,Real Data
0.11220226,Real Data
-1.0108874,Real Data
-0.07497935,Real Data
0.86092865,Real Data
0.11220226,Real Data
-0.54293334,Real Data
0.48656544,Real Data
-0.54293334,Real Data
-0.07497935,Real Data
0.11220226,Real Data
-0.73011494,Real Data
0.11220226,Real Data
-1.0108874,Real Data
0.11220226,Real Data
1.609655,Real Data
-0.35575175,Real Data
-1.198069,Real Data
0.11220226,Real Data
1.2352918,Real Data
-0.63652414,Real Data
0.86092865,Real Data
-0.54293334,Real Data
0.86092865,Real Data
1.0481102,Real Data
-0.54293334,Real Data
-0.07497935,Real Data
-0.54293334,Real Data
2.1711998,Real Data
0.86092865,Real Data
0.29938385,Real Data
-0.07497935,Real Data
0.48656544,Real Data
1.0481102,Real Data
0.29938385,Real Data
-0.07497935,Real Data
-0.54293334,Real Data
0.67374706,Real Data
0.86092865,Real Data
-0.54293334,Real Data
0.11220226,Real Data
-0.54293334,Real Data
-0.54293334,Real Data
0.11220226,Real Data
-1.0108874,Real Data
1.0481102,Real Data
0.48656544,Real Data
2.7327447,Real Data
0.67374706,Real Data
2.3583815,Real Data
0.29938385,Real Data
-1.0108874,Real Data
1.0481102,Real Data
-0.54293334,Real Data
-0.54293334,Real Data
-0.54293334,Real Data
-1.0108874,Real Data
-0.9172965,Real Data
-0.63652414,Real Data
-0.54293334,Real Data
1.0481102,Real Data
0.86092865,Real Data
1.0481102,Real Data
0.76733786,Real Data
-1.0108874,Real Data
0.86092865,Real Data
-0.58036965,Real Data
0.39297464,Real Data
1.7968366,Real Data
-2.4709039,Real Data
2.1711998,Real Data
-0.54293334,Real Data
-0.54293334,Real Data
-0.54293334,Real Data
0.86092865,Real Data
0.48656544,Real Data
0.48656544,Real Data
-0.16857015,Real Data
-1.0108874,Real Data
1.4224734,Real Data
0.86092865,Real Data
0.11220226,Real Data
-1.0108874,Real Data
0.29938385,Real Data
0.86092865,Real Data
-0.82370573,Real Data
-0.54293334,Real Data
0.86092865,Real Data
-1.0108874,Real Data
-0.54293334,Real Data
-1.0108874,Real Data
0.67374706,Real Data
-1.0108874,Real Data
-0.07497935,Real Data
0.29938385,Real Data
1.0481102,Real Data
0.11220226,Real Data
-0.63652414,Real Data
0.67374706,Real Data
-0.63652414,Real Data
-1.0108874,Real Data
-0.54293334,Real Data
-1.0108874,Real Data
-0.54293334,Real Data
0.86092865,Real Data
-0.54293334,Real Data
1.0481102,Real Data
0.11220226,Real Data
-0.9172965,Real Data
-0.58036965,Real Data
-0.54293334,Real Data
-0.54293334,Real Data
-1.0108874,Real Data
0.20579305,Real Data
-1.0108874,Real Data
-0.4228775,GAN
0.46869138,GAN
0.33151698,GAN
-2.3542757,GAN
0.50761557,GAN
0.031987846,GAN
0.78821784,GAN
-2.308349,GAN
1.0843546,GAN
0.82748276,GAN
-0.78897846,GAN
0.079616964,GAN
0.4567312,GAN
0.38327703,GAN
-0.39929044,GAN
-0.24390242,GAN
0.22868776,GAN
0.4903107,GAN
-2.322852,GAN
-2.2481186,GAN
0.081608966,GAN
0.21132566,GAN
-0.8933565,GAN
1.1543467,GAN
-0.26494628,GAN
0.42517674,GAN
-0.27107292,GAN
-0.8617532,GAN
0.5883062,GAN
0.93507224,GAN
-0.38208947,GAN
0.76025003,GAN
0.9991122,GAN
0.6064971,GAN
-0.5246383,GAN
1.084383,GAN
0.4557037,GAN
-2.3055182,GAN
0.2869175,GAN
-0.48491043,GAN
-2.314671,GAN
0.6921126,GAN
1.9695542,GAN
-0.54216105,GAN
1.5093632,GAN
1.0448089,GAN
0.37766558,GAN
-0.7160722,GAN
0.16689612,GAN
-0.45182824,GAN
1.2534022,GAN
0.546316,GAN
-0.051259205,GAN
-2.18818,GAN
0.6812155,GAN
-0.7170824,GAN
2.0144942,GAN
-2.2309778,GAN
0.44146615,GAN
-0.977182,GAN
-0.51981455,GAN
0.5547844,GAN
1.6561971,GAN
0.82502466,GAN
0.2151959,GAN
0.68274516,GAN
-0.64289373,GAN
-0.5950883,GAN
0.51316124,GAN
0.64187235,GAN
-0.86562926,GAN
-2.4007359,GAN
-1.0686281,GAN
-0.8359047,GAN
-0.9666105,GAN
-0.9403444,GAN
-0.7071597,GAN
-0.9768097,GAN
-0.242982,GAN
0.8709067,GAN
0.020774096,GAN
0.388629,GAN
-0.090543285,GAN
0.47420606,GAN
-2.2085822,GAN
0.66878194,GAN
-0.6043757,GAN
0.6875139,GAN
0.4628521,GAN
0.8436479,GAN
-2.1875021,GAN
1.066473,GAN
-0.09728654,GAN
-1.868031,GAN
-0.09567939,GAN
-0.12890193,GAN
-1.0781963,GAN
-0.6419019,GAN
-0.45901108,GAN
2.0617015,GAN
0.87887526,GAN
0.45592478,GAN
0.0067398995,GAN
0.27220657,GAN
1.0717001,GAN
0.6223021,GAN
0.78215164,GAN
0.24324918,GAN
-1.0454209,GAN
0.53595024,GAN
0.81811875,GAN
-0.34404337,GAN
-0.06400141,GAN
0.6924185,GAN
0.08783871,GAN
1.030482,GAN
1.2241836,GAN
0.027848214,GAN
0.64315474,GAN
1.1236541,GAN
-0.8320904,GAN
-0.13118517,GAN
0.86212283,GAN
-1.1346226,GAN
-0.999538,GAN
0.45609134,GAN
-2.2400835,GAN
1.6327131,GAN
-0.082452476,VAE
-0.28759438,VAE
0.88840705,VAE
0.87208956,VAE
-0.54524344,VAE
0.3292816,VAE
0.6968797,VAE
-0.9800649,VAE
0.11997485,VAE
-0.029289778,VAE
1.5911564,VAE
-0.54326576,VAE
-0.45131502,VAE
0.8234221,VAE
-0.0041155927,VAE
-1.0386983,VAE
1.2917761,VAE
0.8121849,VAE
-0.007562693,VAE
-0.53589344,VAE
0.52423537,VAE
-0.53992474,VAE
-0.25552842,VAE
0.122966215,VAE
-1.0819261,VAE
-0.8922302,VAE
0.22626321,VAE
0.6903011,VAE
1.156927,VAE
-0.5477478,VAE
-1.2419168,VAE
0.5151564,VAE
0.7955223,VAE
-0.27030045,VAE
0.29710835,VAE
-0.5398411,VAE
0.44583008,VAE
1.1037611,VAE
-0.54531807,VAE
1.3254563,VAE
-0.5302915,VAE
-0.6074396,VAE
0.48782024,VAE
1.3559384,VAE
1.4826835,VAE
-0.67855877,VAE
1.2148234,VAE
0.35547873,VAE
-1.004404,VAE
-0.5427846,VAE
0.1304952,VAE
0.82695013,VAE
-0.54093915,VAE
0.12440215,VAE
-0.5443203,VAE
-0.53650814,VAE
-0.5411135,VAE
-1.4577515,VAE
-0.030245077,VAE
1.0209217,VAE
1.637507,VAE
1.1136048,VAE
-1.0028836,VAE
0.6224086,VAE
-0.9953769,VAE
0.8725651,VAE
-0.5437508,VAE
-0.54550827,VAE
-0.5362288,VAE
-0.7455731,VAE
-0.8808345,VAE
-0.5227015,VAE
-0.54020333,VAE
0.94865143,VAE
0.85015196,VAE
-0.009017628,VAE
0.18665823,VAE
0.09881976,VAE
0.8560585,VAE
-0.21801421,VAE
0.2529757,VAE
1.2329799,VAE
-2.3623292,VAE
1.7474279,VAE
-0.53449565,VAE
-0.534716,VAE
-0.55599153,VAE
-0.21214953,VAE
0.123294696,VAE
0.27082354,VAE
0.85679203,VAE
-0.9607008,VAE
-1.0125592,VAE
0.88001555,VAE
0.120142385,VAE
-0.9878023,VAE
0.60995215,VAE
0.63837284,VAE
-0.9770718,VAE
-0.54402703,VAE
-0.17081034,VAE
0.4457143,VAE
-0.5426155,VAE
-1.5096221,VAE
0.6452279,VAE
-2.0226536,VAE
-0.47153738,VAE
0.012718815,VAE
-0.22453567,VAE
0.16462122,VAE
0.22197525,VAE
1.1484832,VAE
0.0045676343,VAE
-1.3660942,VAE
-0.53628695,VAE
-0.9895316,VAE
-0.5443119,VAE
0.9694656,VAE
-0.5365485,VAE
1.9025182,VAE
1.8786726,VAE
-0.98658997,VAE
-2.432122,VAE
-0.5441605,VAE
-0.35528415,VAE
0.907149,VAE
-0.4360446,VAE
-1.0097635,VAE
-1.0530907,Hybrid
0.08494997,Hybrid
1.1471462,Hybrid
-0.17658974,Hybrid
0.7802017,Hybrid
1.397943,Hybrid
-0.99081516,Hybrid
-1.2955365,Hybrid
0.09823264,Hybrid
0.21918792,Hybrid
1.1537772,Hybrid
-0.55290544,Hybrid
2.2867362,Hybrid
1.3026515,Hybrid
-0.097363755,Hybrid
-1.2258618,Hybrid
-0.27786598,Hybrid
0.9219742,Hybrid
-0.18609886,Hybrid
-0.57450145,Hybrid
0.81340754,Hybrid
-0.5556169,Hybrid
0.27453917,Hybrid
1.1433208,Hybrid
-1.3292952,Hybrid
-0.6902818,Hybrid
-0.8176763,Hybrid
-0.16439794,Hybrid
3.2262888,Hybrid
0.009072509,Hybrid
-0.16296022,Hybrid
2.3826888,Hybrid
-0.019542258,Hybrid
-0.9976666,Hybrid
0.11558667,Hybrid
-0.55235946,Hybrid
1.464061,Hybrid
1.8847055,Hybrid
-0.5518247,Hybrid
-0.019309733,Hybrid
-0.5617706,Hybrid
-2.1239588,Hybrid
0.79845786,Hybrid
0.13386899,Hybrid
0.84393847,Hybrid
-0.01798099,Hybrid
0.7751305,Hybrid
-0.66276145,Hybrid
-0.98416305,Hybrid
-0.5545726,Hybrid
1.0887605,Hybrid
0.7134284,Hybrid
-0.5454589,Hybrid
0.37074277,Hybrid
-0.5392701,Hybrid
-0.5604193,Hybrid
-1.0228528,Hybrid
0.2965097,Hybrid
0.21693638,Hybrid
0.31094092,Hybrid
3.3283503,Hybrid
1.818201,Hybrid
-0.36547506,Hybrid
0.07072094,Hybrid
-1.3023126,Hybrid
0.3549105,Hybrid
-0.5420672,Hybrid
-0.52894896,Hybrid
-0.55652404,Hybrid
-0.07032384,Hybrid
-1.0284003,Hybrid
-1.041601,Hybrid
-0.53878987,Hybrid
1.490718,Hybrid
0.14469668,Hybrid
0.2373961,Hybrid
-1.371058,Hybrid
0.12070228,Hybrid
2.448666,Hybrid
-0.40331885,Hybrid
-0.8306529,Hybrid
1.5978801,Hybrid
-2.7012496,Hybrid
1.410065,Hybrid
-0.5511627,Hybrid
-0.54277444,Hybrid
-0.5557168,Hybrid
-0.43740728,Hybrid
0.5553309,Hybrid
-0.33656868,Hybrid
-0.99379206,Hybrid
-1.0108379,Hybrid
-0.047346476,Hybrid
0.3423238,Hybrid
0.70576245,Hybrid
-2.0282335,Hybrid
1.5682865,Hybrid
-0.35711434,Hybrid
-1.2819378,Hybrid
-0.5476359,Hybrid
-0.39207166,Hybrid
-0.5604129,Hybrid
-0.5470653,Hybrid
-2.8082082,Hybrid
0.27344233,Hybrid
-2.4489627,Hybrid
0.7070756,Hybrid
-0.2780291,Hybrid
